patrimonio;Descricao;dataBaixa;vidaUtil;valorBruto;depreciacao;valorLiquido
216806;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216807;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216808;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216809;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216810;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216811;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216812;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216813;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216814;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216815;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216816;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216817;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216818;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216819;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216820;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216821;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216822;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216823;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216824;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216825;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216826;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216827;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216828;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216829;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216830;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216831;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216832;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216833;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216834;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216835;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216836;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216837;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216838;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216839;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216840;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216841;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216842;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216843;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216844;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216845;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216846;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216847;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216848;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216849;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216850;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216851;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216852;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216853;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216854;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216855;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216856;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216857;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216858;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216859;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216860;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216861;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216862;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216863;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216864;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216865;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216866;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216867;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216868;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216869;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216870;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216871;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216872;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216873;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216874;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216875;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216876;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216877;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216878;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216879;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216880;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216881;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216882;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216883;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216884;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216885;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216886;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216887;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216888;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216889;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216890;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216891;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216892;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216893;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216894;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216895;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216896;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216897;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216898;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216899;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216900;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216901;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216902;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216903;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216904;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216905;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216906;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216907;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216908;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216909;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216910;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216911;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216912;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216913;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216914;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216915;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216916;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216917;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216918;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216919;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216920;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216921;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216922;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216923;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216924;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216925;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216926;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216927;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216928;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216929;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216930;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216931;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216932;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216933;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216934;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216935;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216936;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216937;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216938;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216939;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
216940;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217118;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217119;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217120;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217121;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217122;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217123;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217124;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217125;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217126;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217127;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217128;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217129;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217130;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217131;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217132;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217133;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217134;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217135;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217136;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217137;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217138;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217139;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217140;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217141;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217142;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217143;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217144;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217145;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217146;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217147;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217148;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217149;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217150;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/01/2017;0;2990;0;2990
217151;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/01/2017;0;2990;0;2990
217152;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/01/2017;0;2990;0;2990
217153;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/01/2017;0;2990;0;2990
217154;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/01/2017;0;2990;0;2990
217155;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/01/2017;0;2990;0;2990
217156;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/01/2017;0;2990;0;2990
217157;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/01/2017;0;2990;0;2990
217158;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/01/2017;0;2990;0;2990
217159;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/01/2017;0;2990;0;2990
217160;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/01/2017;0;2990;0;2990
217161;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/01/2017;0;2990;0;2990
217162;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/01/2017;0;2990;0;2990
217163;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/01/2017;0;2990;0;2990
